Parent 1 Highest Grade,Race,Sex,Self Esteem Score,AFQT Percentile Score,Type of Residence 1983,Average Drinks 2008,Highest Grade,Fam Size 1979,Foreign Language,Library Card,Parent Cohabitation,Number Siblings,First Marijuana Use,Income 2018
11,3,2,29,100000,11,1,16,5,0,1,-4,2,19,125000
9,3,2,26,24833,11,4,12,4,0,0,-4,3,16,32000
12,3,2,20,24406,11,1,12,2,0,1,1,5,17,23000
7,3,1,18,3253,11,-4,7,1,0,0,1,9,-4,0
10,3,1,18,6911,-4,-5,10,5,0,0,-3,4,-5,-5
12,3,2,18,16239,-4,-4,13,5,0,1,-4,4,-4,20000
9,3,1,23,43726,-4,-4,14,5,0,1,-3,4,16,21500
10,3,2,21,45758,3,4,18,4,0,0,-4,3,16,85000
11,3,1,25,85102,11,3,12,4,0,1,-4,5,15,0
15,3,1,21,90513,11,1,16,1,0,1,1,6,15,190000
11,3,1,24,68615,11,4,12,1,0,0,-4,5,14,-5
8,3,1,22,18169,11,6,12,5,0,0,-4,2,14,-2
7,3,1,20,64607,-4,-4,14,5,0,1,-4,2,21,70000
11,3,1,19,21730,11,-5,12,3,0,1,-4,7,10,-5
8,3,2,19,73351,17,1,14,3,0,0,-4,1,-2,-5
10,3,1,23,9537,11,-4,10,6,0,0,-4,5,13,80000
14,3,2,29,53109,11,-4,19,4,1,1,-4,1,-4,0
12,3,1,26,55338,17,1,12,4,1,1,-4,1,14,70000
9,3,2,25,60767,11,1,13,4,0,1,-4,1,-4,20000
-3,3,1,17,48516,-4,4,12,3,0,1,-3,1,13,51000
9,3,1,19,66045,11,2,16,3,0,1,-3,1,14,65000
16,3,1,24,100000,-5,-5,20,5,0,1,-4,2,17,-5
15,3,1,24,99379,11,1,19,5,0,1,-4,2,20,30000
12,3,2,21,-4,11,-5,20,5,0,1,-4,2,18,150000
12,3,1,29,89434,11,-5,12,4,0,1,1,6,14,-5
11,3,2,24,39354,11,1,12,4,1,1,-4,6,15,0
12,1,1,23,27838,11,1,12,2,0,1,1,4,18,70000
13,3,2,-5,-5,-5,3,12,2,1,1,1,5,-5,50000
14,3,2,28,81231,11,-5,14,6,0,1,-4,3,17,18500
13,3,1,23,83776,17,-5,18,9,1,1,-4,4,-5,-5
11,3,1,21,-4,17,-5,12,7,0,1,-4,4,-1,-1
12,3,2,-5,78081,11,-4,14,7,0,1,-4,4,16,50000
12,3,1,17,1513,-4,-4,12,5,0,1,-4,2,16,-5
11,3,1,13,1622,-4,-4,12,5,0,1,-4,2,-4,27000
9,3,1,20,65734,-4,-4,12,4,0,1,-4,4,-4,54000
11,3,1,28,26121,11,-5,12,6,0,1,-4,5,-4,-5
9,3,2,26,68679,-4,2,12,3,0,1,-4,3,-4,28600
12,3,2,21,71472,11,1,12,2,0,1,1,5,18,5000
10,3,2,25,79950,11,5,13,4,0,1,-4,2,16,47500
11,3,2,24,75485,3,2,16,4,0,0,-4,2,-4,101000
11,3,1,26,48613,-4,-5,12,3,0,0,-4,0,-5,-5
9,3,1,20,10989,-4,-5,12,3,0,0,-4,1,-4,-5
12,3,2,19,64195,11,-4,13,4,1,1,1,1,-4,20000
11,3,1,27,97365,11,1,14,4,1,0,-4,1,-4,-5
11,3,2,23,80238,11,1,16,4,0,0,-4,1,17,21000
8,3,1,30,93639,3,2,16,4,0,1,-4,1,13,98000
12,3,2,28,25328,11,3,12,1,0,1,-4,2,-4,-5
9,3,1,17,16163,-4,-5,12,3,0,1,-4,1,-4,-5
7,3,1,17,3016,-4,-5,12,3,1,1,-4,3,-4,-5
12,3,2,28,47638,-4,2,12,5,0,1,-4,4,-4,16899
11,3,1,27,27423,11,-5,12,5,0,1,-4,4,22,-5
8,3,1,21,39692,-4,-5,12,5,0,0,-4,4,17,-5
8,3,2,22,55829,-4,3,18,2,1,0,-4,3,15,60000
11,3,1,21,72199,-5,2,13,4,1,1,-4,1,15,-5
10,3,2,15,79336,11,-5,17,3,0,1,-4,2,11,-5
13,3,2,22,94516,3,1,20,3,0,1,-4,2,13,45000
14,3,1,30,48986,11,2,20,5,0,1,-4,2,-4,12000
12,3,1,27,78555,11,3,16,5,0,1,-4,2,19,93300
11,3,2,15,86548,-4,3,18,3,0,1,-4,0,-4,82500
9,3,2,24,85905,3,-4,20,3,0,1,-4,3,16,40000
11,3,2,27,31254,-4,-4,13,3,0,1,-4,0,-4,43000
11,3,1,25,90491,3,2,16,3,0,1,-4,2,17,101000
13,3,2,23,95252,-4,2,18,3,0,1,-4,0,-4,45000
12,3,1,23,79958,11,-5,12,4,0,0,-4,1,16,-5
13,3,1,24,79330,11,2,14,3,0,1,-4,3,18,0
9,3,2,28,85844,11,4,12,3,0,0,-4,3,16,3700
15,3,1,27,-4,11,2,19,1,0,1,1,2,19,54000
12,3,2,27,95508,11,2,16,5,0,1,-4,2,-4,-5
12,3,1,28,90968,11,1,16,1,0,1,1,3,13,0
9,1,1,23,31053,-4,-4,12,6,1,0,-4,3,14,-5
11,3,1,15,11350,1,-4,12,3,1,0,-4,4,10,0
13,3,2,17,28506,11,-4,12,2,0,1,1,3,17,0
11,3,2,26,29752,11,1,11,6,0,0,-4,4,16,5170
11,3,1,-5,-5,11,-4,12,6,0,0,-4,4,17,13680
11,3,2,19,40756,11,3,12,6,0,0,-4,4,9,35000
9,3,2,16,20137,11,-4,12,6,0,0,-4,4,16,12000
9,3,2,16,-4,-4,-4,12,5,0,1,-4,2,-4,10000
8,3,1,17,32913,-4,-4,12,7,0,0,-4,2,9,17000
9,3,2,21,51719,-4,-4,12,6,0,1,1,6,15,45000
10,3,1,19,76189,1,1,16,4,0,1,-4,1,17,137000
14,3,1,24,51896,-4,6,18,3,0,1,-4,2,14,0
14,3,1,25,93653,-4,1,19,4,0,1,-4,2,-1,115000
12,3,1,22,77991,3,1,19,4,0,1,-4,2,17,215000
12,3,1,16,47109,11,-4,12,7,0,1,-4,4,16,175000
10,3,1,17,13303,-4,-4,12,7,0,1,-4,4,12,0
10,3,2,17,8229,11,3,12,5,0,1,-4,2,14,15000
9,3,1,19,50498,-4,2,12,5,0,1,-4,2,16,150000
12,3,2,22,44363,11,-4,14,7,0,1,-4,4,17,58000
9,3,1,20,56470,1,-4,12,7,0,1,-4,4,13,120000
11,3,1,26,59586,17,2,14,3,0,0,-4,3,-4,90000
12,3,1,26,30006,11,-5,15,1,1,1,1,3,-5,-5
12,3,2,18,13761,11,-4,12,5,0,1,-4,3,12,12000
11,3,2,25,54285,11,2,12,5,0,1,-4,3,18,39000
8,3,1,24,73292,-4,4,13,5,0,1,-4,3,16,38000
12,3,2,29,83731,-4,-5,15,8,0,1,-4,6,16,-5
12,3,2,24,69070,-4,3,17,8,0,1,-4,6,17,44903
9,3,2,25,92866,-4,-4,17,8,0,1,-4,6,-4,73092
12,3,1,20,23788,11,-5,12,6,1,1,-4,4,-5,-5
12,3,1,24,-4,-4,-5,12,6,0,1,-4,4,17,0
11,3,2,18,39163,11,2,14,6,0,1,-4,4,13,64000
9,3,2,26,64295,17,2,16,6,0,1,-4,4,12,85000
9,3,2,21,78966,-4,2,19,5,0,1,-4,2,13,71000
12,3,1,26,71792,11,2,12,6,0,1,-4,3,17,128000
-3,3,2,24,56773,11,-4,12,5,0,1,-4,2,-4,0
8,3,2,21,19412,-4,-4,9,5,1,1,-4,2,13,0
12,3,1,20,26498,-4,2,12,6,0,0,-4,3,13,0
12,3,2,30,43741,-4,-4,16,6,0,1,-4,3,17,-5
11,3,2,20,70767,11,8,14,4,0,1,-4,9,16,0
9,3,1,20,23980,11,-5,12,4,0,1,-4,3,16,-5
9,3,1,30,87400,-4,-5,13,5,0,1,-4,2,-5,-5
11,3,2,24,85325,11,-5,13,5,0,0,-4,2,-5,-5
9,3,1,19,90277,-4,-5,16,5,0,1,-4,2,-5,-5
12,3,1,24,47966,-5,-5,13,3,0,0,-4,0,17,-5
11,2,1,30,51831,-4,-4,14,7,0,-3,-4,4,-4,102000
8,2,2,29,11503,11,3,12,7,0,-3,-4,4,17,-5
7,3,2,23,21063,-4,-5,16,4,1,1,-4,1,-4,-5
10,2,1,17,5250,-4,-4,12,7,0,1,-4,8,-4,-5
10,2,1,29,3292,-4,-4,12,8,0,1,-4,7,-4,0
8,2,1,21,15956,-4,4,12,8,0,1,-3,7,18,0
7,2,2,18,2837,-4,-4,11,7,0,0,-4,6,-4,0
14,2,1,30,26381,11,-4,16,10,0,1,-4,7,-4,63000
12,2,1,30,37473,-4,1,17,10,0,1,-4,7,-4,72000
10,2,2,27,4798,-4,-5,13,10,0,1,-4,7,21,-5
9,2,1,22,23333,-4,-5,15,10,0,0,-4,7,16,75000
12,2,1,-5,49749,-5,-5,15,8,0,1,-4,7,-4,-5
12,2,2,-5,-5,17,-5,15,8,0,1,-4,7,-4,-5
12,3,1,19,13105,11,-5,12,2,0,1,1,2,20,-5
13,3,2,25,61184,11,2,13,2,1,1,1,2,-4,79000
10,3,2,24,30237,11,1,12,5,0,0,-4,2,15,9300
12,3,2,-5,-5,11,-5,12,2,0,0,0,2,18,-5
10,3,2,19,5291,11,-4,9,4,0,0,-4,1,14,0
10,3,1,19,5935,11,-4,9,4,1,0,1,2,16,0
8,3,2,17,13162,11,-5,12,4,0,0,1,6,-5,-5
12,3,2,23,55185,-4,-4,15,4,0,1,-4,3,18,0
8,3,1,20,982,-4,5,12,4,0,1,-4,3,15,58000
8,3,1,20,33208,11,4,12,6,0,0,-4,4,14,18000
9,3,2,21,3052,-4,-4,10,6,0,0,-4,9,17,-5
9,3,1,19,1356,-4,-4,12,6,0,0,-4,9,-4,0
10,3,1,18,15896,11,-4,12,6,0,0,1,5,-4,12600
12,3,1,25,85990,11,-5,14,5,0,0,-4,3,-5,-5
10,3,1,24,16138,11,49,12,5,0,1,-4,3,16,-5
10,3,1,25,23134,2,6,12,5,0,1,-4,3,16,-5
8,3,2,19,-4,11,-4,12,8,0,1,-4,7,-4,0
12,3,1,22,21108,11,2,12,4,0,1,-4,1,-4,0
12,3,2,25,23501,11,-4,12,4,0,1,-4,1,16,28000
12,3,1,30,54446,-4,-5,14,3,0,1,-4,2,15,35000
8,3,2,16,28073,11,3,10,4,0,1,-4,5,13,6000
11,3,1,29,45744,11,3,11,4,0,1,-4,5,17,85000
10,3,2,27,72071,11,4,12,4,0,1,-4,1,17,55000
11,3,1,26,42319,17,2,12,4,0,1,-4,3,16,50000
12,3,2,26,81039,11,3,12,2,0,1,1,2,15,0
10,3,2,-5,-5,-5,-5,10,4,0,1,-4,6,-5,-5
12,3,2,19,94578,-4,-4,16,10,0,1,-4,7,-4,-5
11,3,1,20,99154,-4,3,16,10,0,1,-4,7,18,80000
8,3,1,20,91427,2,3,19,10,0,1,-4,7,-4,396970
12,3,1,-3,-4,-4,8,12,3,0,1,-4,4,15,56000
14,3,1,30,86423,11,-5,18,5,0,1,-4,3,-4,-5
-3,3,2,26,99324,11,1,17,4,0,1,-4,3,-4,0
10,3,2,27,83317,3,1,20,3,0,1,-4,3,-4,55000
12,3,1,26,95070,11,2,16,6,0,1,-4,4,22,-5
12,3,1,29,62344,11,1,14,3,0,1,-4,2,21,32000
14,3,2,27,76633,11,2,20,4,0,1,-4,1,-4,83000
10,3,1,30,64432,3,-4,20,3,0,1,-4,1,-4,110000
13,3,2,29,44891,11,1,13,2,1,1,1,7,-4,0
13,3,1,23,33668,11,-4,14,8,0,1,-4,5,12,17000
13,3,1,29,35041,11,1,13,8,0,1,-4,5,-2,163000
11,3,2,19,24660,11,-5,12,8,0,1,-4,5,12,-5
9,3,2,24,49801,-4,1,14,3,0,1,-4,0,21,25000
12,3,2,20,54083,-4,4,12,3,0,1,-4,6,16,40000
12,3,1,21,87453,11,-5,12,5,0,1,-4,4,18,48000
8,3,1,19,100000,17,2,16,5,0,1,-4,4,16,160000
8,3,1,24,75727,-4,-4,13,6,0,1,-4,3,17,58000
12,3,2,-5,-5,-5,-4,12,5,1,1,-4,1,-5,-5
12,3,1,23,69447,-4,1,17,4,0,1,-4,1,-4,90000
10,3,2,24,35314,-4,-5,17,4,0,1,-4,1,-4,-5
15,3,1,22,99707,11,-5,19,7,0,1,-4,4,-4,-5
11,3,2,22,86676,3,-4,18,7,0,1,-4,4,-4,2000
14,3,2,30,96036,3,1,17,7,0,1,-4,4,0,-5
12,3,1,20,98253,6,2,18,7,0,1,-4,4,-4,-5
10,3,2,26,72569,-4,-4,13,6,0,1,-4,3,-4,5000
11,3,1,22,41508,-4,-5,12,6,0,1,-4,3,16,35000
12,3,1,19,93783,11,-4,12,1,0,1,0,1,12,-5
12,3,2,22,91677,11,-5,16,1,1,1,0,2,15,-5
12,3,1,24,73326,11,-4,13,1,0,1,0,1,13,62000
10,3,1,19,37337,-4,-5,10,6,0,1,-4,3,-4,0
9,3,2,13,25699,11,-4,9,4,0,1,-4,3,16,0
14,3,1,21,22424,-4,-5,14,6,0,1,-4,7,16,-5
-3,3,1,13,-4,11,-4,12,7,0,0,-4,7,9,-5
-3,3,2,12,4328,-4,-5,12,3,0,0,-4,6,-4,-5
95,3,2,17,229,-4,-4,1,7,0,0,-4,4,-4,0
7,3,2,15,6771,11,12,13,3,1,0,0,2,12,20000
10,1,2,27,96194,-4,-4,14,5,1,1,-4,2,-4,-1
11,3,1,27,-4,11,-5,12,3,0,0,-4,3,-4,-5
13,1,2,25,26440,11,-5,14,1,1,1,-4,5,-2,0
10,2,1,22,53342,11,3,12,3,0,1,-4,3,-4,54000
10,2,1,19,13468,11,-5,10,1,0,1,0,11,16,-5
10,2,1,30,69499,-4,-5,16,3,0,1,-4,2,21,-5
10,2,1,19,2826,-4,6,11,5,0,1,-4,6,-5,0
-3,2,2,24,16514,-4,-5,16,9,0,1,-4,5,19,-5
14,2,1,20,31295,11,-5,14,3,0,1,-4,8,-4,-5
11,3,1,21,59737,3,-4,16,6,1,1,-4,3,-4,31000
10,3,2,14,65103,-4,-5,17,6,1,1,-4,3,-5,-5
9,3,1,-5,-4,-4,-5,11,4,0,1,-4,2,19,-5
12,3,2,19,39038,-5,-5,13,5,0,1,-4,2,-5,-5
10,3,2,18,62762,11,2,15,5,0,1,-4,2,16,0
9,3,1,21,56187,-4,3,12,8,1,1,-4,5,18,-5
8,3,1,18,72782,11,6,13,8,0,1,-4,5,14,79544
12,3,1,-5,82311,-5,4,12,9,0,1,-4,7,16,-5
13,3,2,28,88693,11,3,16,9,0,1,-4,7,18,45300
12,3,2,25,45803,-4,1,16,9,0,1,-4,7,-4,47000
4,3,1,18,32629,-4,-5,12,9,0,1,-4,7,-4,-5
12,3,2,28,73742,11,2,20,3,0,1,-4,8,13,-5
13,3,2,28,48877,17,1,17,2,0,1,1,8,14,8000
11,3,1,20,35747,-4,6,12,2,0,1,-4,1,12,0
12,1,2,25,15699,11,2,19,4,1,0,-4,5,-4,16000
10,3,2,23,16768,11,-4,11,6,1,0,-4,3,-4,0
9,3,1,20,9141,17,-4,12,6,1,0,-4,3,18,-5
10,3,2,16,18641,-5,-5,10,3,0,1,-4,2,-5,-5
12,3,2,23,42993,11,-4,16,2,0,1,0,3,14,-5
10,3,2,28,47764,11,-4,12,4,1,1,1,5,15,-5
11,2,1,24,742,11,-4,12,1,0,1,1,3,14,45000
10,2,2,24,2528,11,-4,12,2,0,1,-4,3,38,95000
9,2,2,24,52674,3,1,15,4,0,1,-4,2,17,-5
12,2,2,23,12509,11,4,14,4,0,1,-4,4,20,0
10,2,1,27,30312,11,3,17,4,0,1,-4,4,17,75000
11,2,1,21,4862,11,-4,12,5,0,1,0,10,-4,-5
10,3,2,27,22311,11,-4,12,2,0,1,1,4,18,-5
-3,3,2,23,88779,-4,-4,12,6,0,1,-4,3,17,0
8,2,1,20,2853,-4,-4,12,2,0,0,-4,8,-4,17000
-3,3,1,15,3363,11,4,8,4,0,1,-4,2,18,54000
-3,3,1,18,7666,-4,-4,12,4,0,1,-4,2,15,6000
11,3,1,18,22379,11,6,11,3,0,0,-4,12,-4,40000
9,3,2,18,1310,11,2,12,3,0,1,1,5,-4,22000
12,3,1,30,68248,11,-5,12,2,0,1,1,3,-5,-5
12,3,2,29,40473,11,-5,12,2,0,1,1,2,-5,-5
12,3,2,22,57954,11,1,12,2,0,0,1,1,-4,0
10,3,2,30,34526,11,3,12,3,0,0,-4,2,18,20000
8,3,1,23,66431,-4,-4,13,4,0,0,-4,2,16,-5
11,3,1,20,52167,11,-4,16,4,0,0,-4,1,-4,100000
9,3,1,17,60396,-4,6,12,4,0,0,-4,1,16,50000
10,3,2,15,77715,11,2,12,4,0,1,-4,1,14,75000
11,3,1,23,8596,17,3,12,3,0,1,-4,2,17,0
9,3,2,20,36216,11,-4,12,4,0,1,-4,1,-4,-5
8,3,2,20,45426,11,-5,12,4,0,1,-4,1,-4,-5
14,3,1,21,90120,11,1,20,1,0,1,1,2,14,396970
11,3,1,25,86137,3,-4,16,4,0,1,-4,2,12,90000
-3,3,2,17,1790,-4,-4,12,3,0,1,-4,0,-4,80000
12,3,1,18,43472,11,2,12,4,0,1,-4,1,12,0
8,3,2,21,43275,11,1,13,4,0,1,-4,1,16,0
15,3,1,30,85540,11,3,17,1,0,1,0,2,15,195000
11,3,2,-3,77736,3,-4,16,1,0,1,-4,2,21,62000
9,3,1,28,80597,3,-5,17,3,0,1,-4,1,-5,-5
11,3,2,28,76077,17,-5,16,3,0,1,-4,1,20,-5
-3,3,1,25,90095,11,2,18,1,0,0,-4,0,-4,104000
7,3,2,28,92083,11,-4,14,4,0,1,-4,1,15,18100
12,3,2,27,48905,11,2,16,3,0,1,-4,6,15,0
10,3,2,22,92993,3,-4,18,5,0,1,-3,3,-4,22000
8,3,2,25,87226,3,-4,20,4,0,1,-4,1,-1,10000
12,3,1,22,-4,11,3,12,2,0,1,1,5,17,-5
12,3,1,-5,39786,11,5,14,1,0,1,1,5,17,76000
12,3,2,20,86131,17,-5,14,8,0,1,-4,5,18,-5
11,3,2,27,78922,11,-5,12,8,0,1,-4,5,-5,-5
9,3,2,24,70500,-4,1,12,8,0,1,-4,5,16,37440
10,3,1,22,76234,3,4,16,4,0,1,-4,1,19,-5
12,3,2,29,47912,11,1,17,6,0,1,-4,4,21,73000
8,3,2,28,59991,3,2,17,6,0,1,-4,4,16,0
11,3,1,18,6845,17,-4,12,5,0,1,-4,2,-4,0
8,3,1,21,70912,17,1,14,5,0,1,-4,2,12,150000
8,3,2,22,25253,17,2,14,3,0,1,-4,4,14,28000
12,3,1,22,79232,-5,-5,12,3,0,1,-4,4,15,-5
11,3,2,19,89419,-4,-4,16,3,0,1,-4,1,19,0
11,2,1,28,79303,11,2,16,3,0,1,-4,1,16,0
9,2,1,28,65315,3,-4,18,3,0,1,-4,1,12,-5
11,2,1,20,-4,11,-4,12,9,0,1,-4,6,-5,0
10,2,1,24,2926,-4,-4,12,9,0,1,-4,6,-4,0
8,2,1,23,3663,-4,-5,11,9,0,1,-4,6,-5,-5
7,2,1,26,2250,-4,-5,15,9,0,1,-4,6,-4,-5
12,2,2,23,47975,-4,1,12,3,0,1,-4,3,18,-5
10,2,1,22,18326,-4,-5,12,3,0,0,-4,4,-5,40000
12,2,1,30,8563,-4,-4,12,5,0,1,-4,10,-4,0
-3,2,2,20,25213,-4,-5,12,5,0,1,-4,12,21,-5
9,2,1,20,6381,-4,-4,12,6,0,0,-4,11,21,0
9,2,2,28,34737,-4,-4,12,5,0,1,-4,12,-5,11000
12,2,2,21,45808,-4,-4,18,3,0,1,-4,2,13,65000
12,3,1,28,29001,11,-4,12,5,0,1,-4,2,16,0
10,3,1,24,55366,-4,-4,12,5,0,0,-4,2,-4,5000
9,3,1,18,79313,3,3,18,5,0,1,-4,2,-4,95000
12,3,1,25,88752,-4,3,12,4,0,1,-4,2,-4,-5
9,3,2,14,41580,-5,-4,18,5,0,0,-4,9,17,36000
8,3,2,18,35381,-4,1,13,5,0,0,-4,4,13,-5
11,3,1,21,72907,-4,5,12,5,0,0,-4,2,21,47000
11,3,2,19,57216,11,-5,13,5,0,1,-4,5,-5,-5
10,3,2,17,36055,11,5,13,5,0,1,-4,2,16,45000
12,3,1,-5,-5,11,-5,12,3,0,0,1,9,-4,-5
12,3,2,-5,-4,11,-5,12,3,0,1,1,2,-4,-5
12,3,1,-5,-4,-4,2,12,6,0,1,-4,3,20,-5
10,3,2,18,-4,11,-5,13,6,0,1,-4,3,-5,-5
12,3,1,19,14729,11,1,12,3,0,0,-4,5,-4,0
11,3,2,-5,8986,11,-4,10,3,0,1,1,3,16,0
14,3,2,29,18419,11,4,16,4,0,1,-4,3,13,30000
9,3,1,19,22135,11,-5,12,4,0,1,-4,3,14,-5
9,3,1,19,10566,11,-4,9,3,0,1,-4,2,19,-5
9,3,1,24,31226,3,-4,12,3,0,1,-4,2,18,0
10,3,2,-5,40970,11,3,15,3,0,1,-4,5,14,24000
13,3,2,30,46092,11,-4,13,1,0,1,1,4,33,0
10,3,1,-3,63710,11,-5,13,1,0,1,1,5,-2,-5
12,3,2,18,24382,-4,1,15,7,0,0,-4,6,17,0
10,3,1,27,31469,-4,2,14,3,0,1,-4,0,-4,68500
10,3,2,20,11809,11,-4,12,1,1,1,0,6,16,0
10,3,1,21,26594,17,-4,12,2,0,1,-4,4,17,0
13,3,1,27,59843,11,-5,16,3,0,1,-4,4,-5,-5
11,3,1,23,38582,-4,3,12,3,0,1,-4,4,16,42000
12,3,2,24,80637,11,2,13,4,0,1,-4,5,13,30000
9,3,2,18,14274,-4,-5,12,5,0,1,-4,2,18,-5
8,3,1,21,26688,-4,-4,11,5,0,1,-4,2,-4,39000
11,3,1,20,16550,11,2,11,5,0,1,-4,3,18,-5
11,3,1,22,15840,-4,3,12,5,0,0,-4,3,17,-5
9,3,1,17,30429,11,-4,12,5,0,1,-4,3,18,32000
12,3,1,30,63638,11,-4,12,4,0,1,-4,2,13,0
12,3,1,15,6818,-4,-4,12,6,0,0,-4,5,21,65000
12,3,2,30,36158,11,-4,12,6,0,0,-4,4,-4,32000
11,3,2,16,24725,11,2,13,6,0,0,-4,4,-2,34000
11,3,1,22,38013,11,3,11,5,0,0,-4,6,-4,-5
10,3,2,22,26792,-4,4,12,5,0,0,-4,4,15,27000
11,3,2,17,78513,11,2,15,4,0,1,-4,1,16,0
9,3,1,22,97319,11,2,20,3,0,1,-4,1,-4,80000
11,3,2,-5,-4,11,2,15,4,0,0,-4,1,-4,-5
8,3,1,-5,-4,17,-5,12,4,0,0,-4,1,14,-5
7,3,1,18,20133,-4,-4,12,6,0,1,-4,3,19,-5
13,3,1,19,69855,11,2,13,3,0,0,-4,2,-1,0
12,3,1,20,70604,11,2,15,3,0,1,-4,3,14,396970
-3,3,1,21,46018,11,3,12,1,0,1,1,3,-4,45000
12,3,1,21,51017,11,6,12,5,0,1,-4,3,21,0
8,3,2,18,27489,-4,1,13,5,0,1,-4,3,16,0
10,1,2,19,9683,-4,-5,12,4,0,0,-4,6,-4,-5
10,3,1,14,21568,11,-4,12,6,0,0,-4,8,13,0
9,3,2,18,25168,11,1,12,5,0,0,-4,3,17,-5
9,3,1,-5,19153,11,30,12,7,0,1,-4,6,15,0
12,3,1,15,38609,11,-5,12,3,0,0,1,1,-5,-5
12,3,2,20,28461,11,6,12,3,0,1,1,6,14,-5
10,3,2,20,91432,11,2,14,2,0,0,-4,1,17,56000
8,3,1,15,40408,-4,-5,12,5,0,1,-4,6,14,-5
14,3,1,29,64450,11,1,17,4,1,1,1,1,18,140000
13,3,2,26,80579,11,1,18,3,1,1,-4,1,18,0
12,2,2,23,2203,-4,-4,14,4,0,1,-4,2,-4,11000
12,2,2,23,31508,11,-4,12,4,0,0,-4,2,-5,0
11,3,2,18,65278,-4,-4,13,4,0,0,-4,1,18,58000
9,3,1,18,70368,-4,4,12,4,0,1,-4,1,14,-5
12,3,2,25,23929,-4,-4,13,4,0,1,-4,1,-4,-5
12,3,1,22,16594,-5,-5,12,4,0,0,-4,1,-5,-5
10,3,1,20,16800,1,-5,12,4,1,1,-4,3,16,-5
9,3,1,23,28746,-4,2,20,4,0,1,-4,3,15,82000
16,3,2,21,80463,11,-4,19,1,0,1,-4,2,13,60000
12,2,1,17,26159,11,-4,12,3,0,1,0,6,16,0
8,2,1,23,37591,-4,-5,16,5,0,0,-4,6,13,-5
11,1,2,20,54906,-4,2,12,10,1,1,-4,6,18,0
8,1,2,19,20084,-4,-4,12,10,1,1,-4,6,-4,23000
11,2,2,26,31118,-4,1,16,3,0,1,-4,3,15,63215
12,2,2,25,11905,-4,-4,12,10,0,1,-4,7,-4,0
11,2,2,19,13144,11,-4,13,10,0,1,-4,5,38,0
10,2,1,25,39320,11,-5,13,10,0,1,-4,2,18,-5
12,3,2,20,55614,11,5,15,2,0,1,1,5,14,0
11,1,1,30,48786,11,2,12,8,1,1,-4,5,18,70000
10,1,1,24,34180,-4,3,12,8,1,1,-4,6,15,10000
9,1,2,18,31809,-4,-4,16,8,1,1,-4,5,17,0
7,1,1,19,54100,-4,-5,12,8,1,1,-4,5,15,-5
12,3,1,17,8099,-4,-5,12,7,0,0,-4,4,-5,-5
10,3,1,22,9262,17,-5,9,6,0,1,-4,3,17,-5
10,3,2,25,75744,17,-4,12,2,1,1,-3,1,16,15000
11,3,1,30,34236,-4,6,12,4,0,1,-4,1,15,-2
10,3,2,20,31921,-4,5,12,4,0,1,-4,1,15,32000
12,3,1,21,-4,17,-5,12,3,0,1,-4,2,-5,-5
12,3,1,25,52482,11,8,12,2,0,1,1,1,16,62000
10,3,1,21,-5,17,-5,12,4,0,1,-4,1,-5,-5
11,3,1,28,53534,17,3,14,3,1,1,-4,4,18,40200
14,3,2,23,66148,11,2,16,1,0,1,1,4,15,15000
11,3,1,26,97088,3,1,17,5,0,1,-4,2,15,130000
10,3,1,26,79850,-4,2,16,5,0,1,-4,2,-4,130000
8,3,1,22,89794,3,-4,17,5,0,1,-4,2,16,98000
8,3,2,22,60353,-4,4,14,4,0,1,-4,5,18,-5
12,3,1,20,-4,11,-5,12,8,0,1,0,2,-5,-5
13,3,2,-5,-5,-5,-5,13,3,0,1,-4,2,-5,-5
12,1,1,23,13182,11,-5,12,3,0,1,-4,6,-4,-4
9,1,2,25,36082,11,-5,12,5,0,0,-4,2,14,-5
-3,1,1,20,49537,-4,3,13,5,0,0,-4,2,15,-5
12,3,2,26,24305,17,-5,12,7,1,0,-4,4,-5,-5
12,3,1,16,35693,17,-5,12,7,1,1,-4,4,-5,-5
12,3,2,20,23568,11,-5,12,7,1,0,-4,4,-5,-5
15,3,2,25,52352,11,-5,16,4,0,1,-4,3,-5,-5
-3,3,2,21,42361,11,-4,12,7,0,1,-4,7,17,36000
9,3,2,20,14809,17,-4,12,5,1,1,-4,2,-4,-5
8,3,1,23,83138,1,-5,12,5,0,1,-4,2,13,-5
-3,3,2,15,28537,11,4,16,3,1,1,-4,4,14,18000
15,3,1,21,61347,11,3,16,4,1,1,-4,4,17,-1
12,3,1,-5,100000,-3,-5,13,2,0,1,0,1,-5,-5
9,3,1,21,49078,11,-5,16,3,0,1,-4,0,-4,-5
13,3,1,19,94119,11,-4,16,4,0,1,-4,2,-4,85000
11,3,1,28,68375,11,2,12,4,0,1,-4,2,-4,125000
10,3,2,15,35662,11,-4,12,7,0,1,-4,4,-4,0
9,3,1,23,34051,1,1,12,7,0,1,-4,4,16,46000
12,3,1,27,32078,-4,3,14,4,0,1,-4,3,14,87500
-3,3,2,17,25324,11,-4,18,7,0,1,-4,5,19,29959
10,3,1,18,17362,2,-4,12,7,0,1,-4,5,10,30000
9,3,2,22,78000,11,-4,12,6,0,1,-4,3,15,22000
8,3,2,24,40982,11,5,19,6,0,1,-4,3,-4,0
12,3,2,18,21206,11,-5,12,2,0,1,1,1,15,-5
12,3,1,19,13465,-4,6,12,6,0,1,-4,3,18,-5
