Parent 1 Highest Grade,Race,Sex,Self Esteem Score,AFQT Percentile Score,Type of Residence 1983,Average Drinks 2008,Highest Grade,Fam Size 1979,Foreign Language,Library Card,Parent Cohabitation,Number Siblings,First Marijuana Use,Income 2018
-4,3,1,20,48048,11,-5,10,1,0,1,1,1,-5,-5
-4,2,1,25,20039,11,1,14,1,0,1,0,14,23,0
8,1,1,19,22235,11,-5,13,1,1,1,0,4,13,-5
-4,3,1,20,50897,11,-5,12,1,0,1,1,2,-5,-5
-4,2,1,21,28329,11,2,12,1,0,1,0,8,23,-5
-4,3,1,22,20910,11,-5,12,1,0,1,0,1,-5,-5
-4,2,1,20,23168,11,-4,12,1,0,1,-3,5,18,6000
-4,2,1,16,28454,11,-5,12,1,0,0,0,2,-5,-5
-4,2,1,25,4212,11,-4,12,1,1,1,0,2,-4,0
12,3,1,18,-4,13,-5,12,2,0,1,1,3,-5,-5
-4,2,1,29,20173,11,-5,12,1,0,1,0,2,-5,-5
-4,3,1,14,19924,-4,-5,12,1,0,1,-4,3,-5,-5
9,2,1,22,30100,11,-5,9,7,0,1,-4,3,-5,-5
12,3,1,24,29939,11,-5,12,3,0,1,-4,2,-5,-5
12,3,2,18,67961,11,-5,12,1,1,0,1,1,-5,-5
-4,2,1,-5,-5,17,-5,13,1,0,1,0,2,-5,-5
-4,2,2,21,15517,11,-5,12,1,0,1,1,5,-5,-5
-4,3,2,30,34574,12,-5,12,1,0,1,1,3,-5,-5
-4,3,1,20,87673,11,-5,12,1,0,1,1,4,-5,-5
-4,3,1,30,50483,1,-5,14,1,0,1,1,3,-5,-5
12,2,2,16,2043,1,-5,12,3,0,0,0,29,-5,-5
-4,3,2,23,61009,11,-5,12,1,0,1,1,3,-5,-5
-4,3,2,26,51301,12,-5,12,1,0,1,1,2,-5,-5
-4,3,2,30,49113,11,-5,12,1,0,1,1,8,-5,-5
-4,3,2,28,86393,11,-5,12,1,1,1,1,1,-5,-5
12,3,2,24,47478,11,-5,12,2,0,1,-4,4,-5,-5
-4,3,2,21,57062,11,-5,12,1,0,1,1,2,-5,-5
13,3,2,24,44123,11,-5,13,2,0,1,1,3,-5,-5
12,2,2,23,47397,12,-5,12,2,1,0,0,0,-5,-5
12,3,2,25,72537,11,-5,12,2,1,1,0,7,-5,-5
-4,2,2,22,21583,1,-5,13,1,0,1,1,5,-5,-5
12,3,2,-5,66954,11,-5,12,2,0,1,1,4,-5,-5
-4,3,1,23,76978,17,-5,12,1,0,1,1,8,-5,-5
-4,3,2,28,70478,11,-5,13,1,0,1,1,9,-5,-5
12,3,1,19,35710,-5,-5,12,3,0,0,0,5,-5,-5
-4,1,2,26,75215,17,-5,12,1,0,1,1,2,-5,-5
-4,3,2,16,46327,11,-5,13,1,1,1,1,1,-5,-5
-4,3,1,25,39290,11,-5,12,1,0,1,1,4,-5,-5
-4,3,1,27,23280,11,-5,12,1,0,0,1,2,-5,-5
11,3,1,26,17481,-4,-5,10,2,0,0,-4,5,-5,-5
-4,3,1,30,56119,11,-5,12,1,0,1,0,4,-5,-5
-4,3,1,20,86334,11,-5,12,1,0,1,0,3,-5,-5
10,3,1,25,-4,11,-5,9,3,0,1,0,5,-5,-5
12,3,1,18,26944,11,-5,12,3,0,1,1,4,-5,-5
-4,2,1,-5,10517,11,-4,12,1,0,1,1,2,16,-5
-4,3,1,21,39389,11,-5,12,1,0,1,0,1,-5,-5
-4,2,1,30,49726,1,4,16,1,0,1,1,3,19,160000
-4,1,1,24,30584,11,6,14,1,1,1,1,3,-4,0
-4,3,1,23,26547,1,-5,12,1,0,1,1,2,-5,-5
-4,3,1,20,28178,11,-5,12,1,0,1,1,4,-5,-5
12,2,2,29,12826,11,-5,12,2,0,1,0,5,-5,-5
-4,3,2,30,60808,12,-5,12,1,0,1,1,2,-5,-5
12,2,2,23,16706,11,-5,13,3,0,1,1,1,-5,-5
-4,3,2,25,-4,11,-5,12,1,0,1,1,5,-5,-5
13,3,1,27,50085,11,-5,14,4,0,1,1,2,-5,-5
-4,3,1,25,46167,11,-5,12,1,0,1,1,6,-5,-5
-4,3,1,22,28920,11,-5,13,1,0,1,0,1,-5,-5
12,3,1,24,82525,11,-5,12,3,0,1,1,5,-5,-5
-4,2,1,22,20762,11,4,13,1,0,1,0,6,-4,-5
-4,2,1,-5,-4,2,-5,12,1,0,0,1,8,-5,-5
12,3,2,26,43996,11,-5,12,2,0,0,-3,2,-5,-5
12,3,1,26,79396,11,-5,12,3,0,1,-4,2,-5,-5
-4,3,1,19,4176,-4,3,13,1,0,1,-4,5,20,40000
14,2,1,27,-4,11,-5,13,3,0,1,0,5,-5,-5
-4,3,1,21,84554,11,-5,13,1,0,1,-3,6,-5,-5
-4,3,1,30,20073,11,30,12,1,1,0,-4,1,17,0
-4,3,1,23,12131,11,-5,12,1,0,0,1,3,-5,-5
10,2,1,-5,-5,11,-4,12,1,0,1,0,8,17,40000
-4,3,1,26,69607,1,-4,15,1,0,1,0,2,-4,160000
-4,2,1,23,18816,17,-5,12,1,0,1,0,4,-5,-5
12,2,1,24,26698,11,-5,12,2,0,1,1,2,-5,-5
-4,3,2,30,78903,1,-5,12,1,0,1,-4,1,-5,-5
-4,3,1,21,60171,11,-5,12,1,0,1,0,5,-5,-5
-4,2,2,29,18294,11,-5,12,1,0,1,0,1,-5,-5
-3,3,2,26,-4,11,-5,12,2,0,1,1,8,-5,-5
-4,1,2,29,36938,11,-5,14,1,0,0,1,6,-5,-5
-4,3,2,20,27936,-4,-5,12,1,0,1,1,4,-5,-5
-3,3,1,30,31961,11,-5,12,1,0,1,0,1,-5,-5
-3,3,1,20,58926,11,-5,12,1,0,1,1,2,-5,-5
-4,3,1,23,39173,11,-5,12,1,0,1,-4,4,-5,-5
-4,2,1,17,6705,1,3,12,1,0,1,0,4,-4,0
12,1,2,29,-4,11,-5,13,1,1,1,0,7,-5,-5
12,1,1,24,13356,17,2,15,1,1,1,1,3,11,396970
12,3,1,21,43903,11,-5,12,4,0,1,1,4,-5,-5
-3,3,2,28,75562,11,-5,12,1,0,1,-4,1,-5,-5
-4,3,1,30,71115,11,1,12,1,0,1,0,1,19,72000
-4,1,2,24,80353,11,-5,13,1,1,1,1,5,-5,-5
12,3,1,23,63374,1,-5,14,2,0,1,1,3,-5,-5
-4,3,1,29,60761,11,-5,12,1,0,1,0,6,-5,-5
-3,2,1,26,-4,1,-5,15,2,0,1,1,5,-5,-5
10,3,1,30,57114,17,-5,12,2,0,0,1,5,-5,-5
12,3,2,19,40192,11,-5,12,1,0,1,1,3,-5,-5
12,3,2,27,55606,11,1,12,2,0,1,0,3,18,0
-4,3,1,22,44779,11,-5,12,1,0,1,-3,2,-5,-5
12,2,1,21,43032,11,-4,12,1,1,1,0,1,-5,78000
-4,3,1,14,32036,11,-5,12,1,1,1,1,2,-5,-5
-4,3,1,29,83156,-4,-5,18,1,0,1,0,6,20,-5
13,3,1,30,83378,11,-4,18,3,0,0,1,2,11,-5
12,3,1,26,85321,11,-5,14,1,0,0,1,3,-5,-5
-4,3,1,30,-5,-5,-5,12,1,0,1,1,3,-5,-5
10,3,1,-5,11743,11,-5,12,1,1,1,0,2,-5,-5
-4,3,1,25,66200,-4,-5,12,1,0,1,-4,3,-5,-5
-4,3,1,19,31611,11,-5,12,1,0,1,1,3,-5,-5
12,3,1,21,61772,11,-5,12,1,0,1,1,4,-5,-5
-4,3,1,25,58548,11,-5,12,1,0,1,1,7,-5,-5
-4,1,1,28,25102,12,1,15,1,1,0,1,5,18,0
-4,1,1,18,58441,11,-5,12,1,1,1,1,7,-5,-5
-4,3,1,22,35528,11,4,14,1,1,1,-4,4,10,54000
-4,3,1,28,54084,-4,-5,12,1,1,1,0,4,-5,-5
-4,1,1,24,37227,11,4,14,1,0,1,1,1,14,17000
-4,3,1,23,52787,11,-5,12,1,0,1,-4,4,-5,-5
-4,3,1,23,66049,11,-5,12,1,0,0,1,6,-5,-5
-4,2,1,20,20001,11,-5,12,1,0,1,0,5,-5,-5
-4,2,1,19,12214,17,-5,12,1,0,1,0,5,-5,-5
-4,3,1,27,85026,11,2,16,1,0,1,1,5,14,0
12,3,1,25,82429,17,-4,16,2,0,1,1,5,17,0
12,3,1,28,77059,11,-5,12,2,0,1,-4,5,-5,-5
12,3,1,29,90050,11,-5,15,3,0,1,1,0,-5,-5
-4,3,1,25,66973,11,-5,12,1,0,1,1,8,-5,-5
-4,3,1,26,66897,11,-5,12,1,0,1,1,4,-5,-5
-4,3,1,24,41598,11,-5,12,1,0,1,1,10,-5,-5
-4,3,1,20,40282,11,-4,12,1,0,0,1,1,14,0
11,3,1,-5,-4,11,-5,12,1,0,1,0,3,-5,-5
-4,3,1,-5,76922,11,-4,14,1,1,1,1,3,-4,0
-4,3,1,-5,-5,-5,-5,12,1,0,1,1,1,-5,-5
-4,3,1,-5,-5,-4,-5,12,1,1,0,0,6,-5,-5
-4,3,1,28,30334,11,-5,12,1,0,1,1,5,-5,-5
-4,3,1,25,33796,17,-5,12,1,0,1,-4,1,-5,-5
-4,3,1,-5,33530,13,-5,12,1,0,1,1,1,-5,-5
-4,2,1,19,48191,11,-4,12,1,0,0,1,2,17,-5
13,2,1,30,70113,11,2,15,2,0,1,0,3,18,117000
-3,2,1,22,-4,11,-5,13,2,0,1,1,3,-5,-5
13,3,2,27,53903,11,-5,12,2,1,1,1,6,-5,-5
-4,3,2,16,71889,11,-5,12,1,0,1,0,3,-5,-5
-4,2,2,30,33162,11,-5,12,1,0,1,1,4,-5,-5
10,3,1,25,20865,11,-5,12,1,0,1,1,3,-5,-5
-4,2,1,27,13053,11,-5,12,1,0,0,-4,3,-5,-5
-4,2,1,19,30841,1,-5,12,1,0,1,0,0,-5,-5
-4,2,2,26,37092,11,-5,12,1,0,0,-4,5,-5,-5
-4,2,1,30,16028,1,1,14,1,0,1,-4,8,15,0
-3,3,2,21,44628,11,-5,13,3,1,1,0,0,-5,-5
11,3,1,28,47288,11,-5,12,3,1,1,1,2,-5,-5
12,3,2,23,39520,-5,-5,12,3,0,1,0,3,-5,-5
-4,1,1,-5,-4,11,2,12,1,1,0,1,2,13,-5
-4,2,1,28,58085,11,2,14,1,0,1,0,2,16,85000
12,3,2,20,14716,11,-5,12,2,0,1,1,1,-5,-5
12,3,2,20,11486,11,-5,12,2,0,1,1,4,-5,-5
12,3,2,22,-4,11,-5,12,2,0,1,0,1,-5,-5
-3,3,2,18,70166,11,-5,14,2,0,1,0,5,-5,-5
-4,2,2,29,27163,11,-5,12,1,1,1,0,5,-5,-5
-4,2,2,25,9233,-5,-5,13,1,0,1,-4,6,-5,-5
12,3,2,17,72385,11,1,12,1,0,1,1,2,16,71422
10,3,1,29,35314,11,-5,12,2,0,1,0,6,-5,-5
-4,2,1,30,27233,-4,-5,12,1,0,0,-4,5,-5,-5
-3,2,2,25,16428,12,-5,12,2,0,1,0,6,-5,-5
-4,2,2,26,-4,12,-5,12,1,0,1,1,5,-5,-5
-4,3,2,22,30220,-4,-5,12,1,0,1,-4,9,-5,-5
-4,3,1,25,29277,1,-5,12,1,1,1,1,4,-5,-5
12,1,2,30,78419,11,-5,16,3,0,0,1,2,-4,0
-4,3,1,29,28578,12,2,14,1,1,1,1,1,-4,0
-4,3,1,20,27282,11,-5,13,1,0,0,0,7,-5,-5
-4,1,1,30,35818,11,-5,12,1,0,1,1,2,-4,168000
-4,3,1,24,31724,-4,-5,12,1,0,1,1,5,-5,-5
-4,2,1,19,40582,11,-5,12,1,0,1,0,4,-5,-5
-4,3,1,26,87233,11,-5,13,1,0,1,0,1,-5,-5
-4,3,1,30,-4,11,-5,12,1,1,1,-4,1,-5,-5
-4,3,1,24,26656,11,-5,12,1,0,1,1,1,-5,-5
-4,2,1,25,-5,11,-4,12,1,0,0,0,10,16,0
-3,3,2,27,62756,11,-5,12,2,0,1,1,1,-5,-5
13,3,2,22,57075,11,-5,12,2,0,1,1,3,-5,-5
-3,3,1,24,96949,11,-5,12,1,0,1,1,3,-5,-5
12,2,1,23,8961,13,1,12,1,0,1,1,7,21,-5
12,2,2,30,51816,1,-5,14,1,1,1,0,0,-5,-5
12,3,2,19,75331,11,-5,12,2,0,1,1,4,-5,-5
-4,1,1,20,43116,-4,-5,12,1,1,1,1,5,-5,-5
12,3,2,20,37404,11,-5,12,2,0,1,1,1,-5,-5
-4,3,1,23,50568,11,-5,12,1,1,1,1,2,-5,-5
-4,2,2,22,94230,11,-5,14,2,0,1,1,5,-5,-5
12,3,1,30,71450,11,-5,12,2,0,1,0,16,-5,-5
-4,3,1,23,49813,11,-5,15,1,0,1,1,2,-5,-5
-4,3,1,17,70372,-4,-5,14,1,0,0,1,1,-5,-5
-4,2,1,20,26451,17,2,12,1,0,1,1,3,15,31000
-4,1,1,25,14302,17,-5,10,1,1,0,1,7,-5,-5
-4,3,1,25,48237,1,-5,12,1,0,0,1,3,-5,-5
-4,2,1,18,20076,11,10,13,1,0,1,0,5,-4,58000
-4,3,1,26,44762,11,-5,12,5,0,1,-4,5,-5,-5
-4,3,1,24,26478,11,-5,12,1,0,1,1,7,-5,-5
-4,2,1,30,12506,11,-5,12,1,1,1,1,5,-5,-5
-4,2,1,26,20721,17,-5,13,1,0,1,1,6,-5,-5
-4,3,1,29,26024,11,-5,12,5,0,1,1,6,-4,-5
-4,3,1,27,78186,11,-5,12,1,0,1,0,2,-5,-5
-4,2,1,-5,-5,1,-5,12,1,0,1,1,6,-5,-5
10,1,1,20,12210,2,-5,12,1,1,1,0,6,-5,-5
-4,2,1,28,5233,11,-5,12,1,1,1,0,4,-5,-5
12,3,1,19,10642,11,7,12,3,0,1,1,2,19,0
-4,2,1,27,7888,11,1,14,1,0,1,1,7,15,57000
-4,3,1,23,28509,11,-5,12,1,0,1,1,2,-5,-5
12,3,1,27,18061,11,-5,12,1,0,1,1,3,-5,-5
12,1,1,23,35241,11,-5,12,4,1,1,1,3,-5,-5
-3,2,1,28,40394,11,-5,12,3,0,1,0,3,-5,-5
-4,3,1,24,31831,11,-5,12,1,0,0,1,3,-5,-5
-4,2,2,30,4976,-4,-5,12,1,0,1,1,5,-5,-5
12,2,2,-5,31478,11,-5,13,2,0,1,-4,6,-5,-5
-4,3,2,21,35765,12,-5,12,1,1,1,1,4,-5,-5
-4,2,2,-5,-5,11,-5,12,1,1,1,1,6,-5,-5
-4,1,2,21,33110,11,-5,12,1,1,1,1,3,-5,-5
-4,2,1,23,7419,11,-5,12,1,0,1,0,10,-5,-5
-4,2,1,-5,21440,-5,-5,12,1,0,1,-4,2,-5,-5
-4,3,2,29,50447,17,-5,12,1,0,1,-4,5,-5,-5
-4,2,2,20,5249,-5,-5,12,1,0,1,1,3,-5,-5
-4,2,2,25,55747,11,-5,12,1,0,1,0,1,-5,-5
-4,3,2,28,-4,12,-5,12,1,1,1,1,2,-5,-5
-4,2,2,28,65529,11,-5,15,1,0,1,1,3,-5,-5
-4,2,1,29,33168,11,-5,12,1,0,1,1,10,-5,-5
12,3,2,-3,60108,11,-5,12,1,0,1,1,4,-5,-5
12,3,1,-5,36699,12,-5,12,2,0,0,1,3,-5,-5
12,3,2,27,17919,11,-5,12,2,0,0,1,6,-5,-5
-4,3,1,20,39737,11,-5,12,1,0,1,1,1,-5,-5
-4,3,2,29,14709,13,-5,12,1,0,1,1,4,-5,-5
-4,3,2,29,32839,11,-5,12,1,1,1,1,0,-5,-5
13,3,2,30,52113,11,-5,13,2,0,1,1,7,-5,-5
-4,3,1,27,90877,11,-5,13,1,0,1,1,2,-5,-5
-4,1,1,25,50756,11,-4,16,1,1,1,0,2,-4,0
12,2,1,22,20426,-5,2,12,4,0,1,-4,4,-5,-5
12,3,1,20,62334,11,-5,12,3,0,1,-4,8,-5,-5
-4,3,1,-5,43787,11,-5,12,1,0,1,1,11,-5,-5
12,3,1,30,92595,12,-5,13,2,0,1,1,2,-5,-5
-4,3,1,20,55903,11,-5,13,1,0,1,1,1,-5,-5
-4,3,1,26,80672,3,-5,13,1,0,1,0,4,-5,-5
11,3,1,20,46847,11,-5,12,2,0,1,1,7,-5,-5
-4,3,1,27,91641,17,-5,14,1,1,1,1,5,13,106000
-4,3,1,30,53298,11,1,13,1,0,1,1,3,-4,21000
-4,3,1,20,78949,-4,-5,12,1,0,1,1,2,-5,-5
12,2,1,23,25470,11,-4,13,5,0,0,-4,4,14,55000
12,2,1,30,47506,11,1,19,1,0,0,1,7,14,0
13,3,1,22,21232,11,-5,13,3,1,0,1,9,-5,-5
12,2,1,21,25902,-4,-5,12,2,0,0,1,1,-5,-5
-4,2,1,-5,-5,1,-5,12,1,0,1,-4,5,-5,-5
12,2,2,19,18286,11,-5,12,2,0,1,1,2,-5,-5
-4,2,1,24,-4,1,-5,12,1,0,1,1,5,-5,-5
12,3,2,28,30780,11,-5,12,1,0,1,0,13,-5,-5
-4,3,2,18,28733,11,-5,12,1,0,0,1,4,-5,-5
-4,3,1,20,49611,11,-5,12,1,1,1,-4,4,-5,-5
-4,2,1,-3,44867,11,-5,12,1,0,1,1,5,-5,-5
12,3,2,20,61944,11,-5,12,2,0,1,0,3,-5,-5
12,3,1,30,-4,11,-5,12,3,0,1,1,2,-5,-5
13,2,2,25,62814,11,-5,13,1,0,1,-4,1,-5,-5
-4,3,1,25,24368,-5,-5,12,1,0,1,1,2,-5,-5
-4,2,1,20,4708,11,1,12,1,0,1,0,2,17,24000
10,3,1,25,38854,11,-5,10,3,0,1,0,2,-5,-5
-4,3,1,30,-4,-4,-5,14,1,1,1,1,5,-5,-5
-4,3,1,25,10723,17,5,12,1,0,1,0,3,18,18571
12,3,1,-5,-4,11,-5,12,5,1,1,1,7,-5,-5
-4,2,1,27,50012,11,-4,12,1,0,1,0,5,13,-5
-4,3,1,27,47520,-4,-5,12,1,1,1,1,3,-5,-5
12,3,1,25,37755,-4,-5,12,7,0,1,-4,4,-5,-5
12,3,1,20,87026,11,-5,12,3,1,1,1,1,-5,-5
11,3,1,22,63883,1,-5,12,1,0,1,0,2,-5,-5
-4,2,1,17,47801,11,-5,12,1,0,1,1,6,-5,-5
12,3,1,27,64716,11,-5,12,2,0,1,1,3,-5,-5
-4,2,1,26,49961,2,-5,12,1,0,1,1,1,-5,-5
13,2,1,19,12601,12,-5,13,4,0,1,1,3,-5,-5
-4,3,1,26,44035,11,-5,13,1,0,1,1,2,-5,-5
-4,3,2,21,53958,11,-5,14,1,0,1,1,8,-5,-5
-4,3,2,26,85278,11,-5,14,1,0,1,0,1,-5,-5
12,1,2,21,21047,11,-5,13,2,1,1,1,0,-5,-5
12,2,2,21,76911,11,-5,15,2,1,1,1,4,-5,-5
-4,2,1,24,89276,11,-5,14,1,0,1,1,2,-5,-5
-4,3,1,18,62632,11,-5,13,1,0,1,1,3,-5,-5
-4,3,2,21,60164,-5,-5,12,1,0,1,1,2,-5,-5
12,3,2,19,89914,11,-5,12,2,0,1,1,2,-5,-5
-4,3,2,26,62556,11,-5,14,1,0,1,-4,2,-5,-5
12,1,2,25,47765,11,-5,13,1,1,1,1,2,-5,-5
-4,2,2,28,26518,11,-5,17,1,0,1,0,4,-4,-5
12,3,1,29,51619,11,-5,13,1,0,0,0,3,-5,-5
-4,3,1,26,51255,11,-5,12,1,0,1,1,3,-5,-5
-4,1,1,25,61637,1,2,14,1,1,1,1,1,-4,-5
-4,3,1,25,52225,11,-5,12,1,0,1,1,1,-5,-5
-4,3,1,22,30934,17,-5,12,1,0,1,1,3,-5,-5
10,3,1,24,67723,-5,-5,12,1,0,1,0,5,-5,-5
-4,3,1,26,34955,11,-5,14,1,0,1,1,3,-5,-5
-4,3,1,22,8855,11,-5,12,1,1,1,0,4,-5,-5
13,3,1,25,86030,17,-5,16,1,0,1,1,1,-5,-5
-4,2,1,24,32603,11,-4,12,1,0,1,0,1,17,0
-4,3,2,26,63937,11,-5,12,1,0,1,1,4,-5,-5
-4,1,1,24,50287,11,2,14,1,1,1,1,5,-4,65000
12,3,2,21,73340,12,-5,12,2,0,1,1,1,-5,-5
13,3,1,20,-4,11,-5,13,1,1,1,1,4,-5,-5
-4,2,2,23,47909,11,-5,12,1,0,1,1,3,-5,-5
12,3,1,25,85643,11,-5,13,1,0,1,1,3,-5,-5
-4,2,1,17,46781,-4,-5,12,1,0,0,0,5,-5,-5
-4,2,2,19,11339,11,-5,12,1,0,1,0,1,-5,-5
-4,3,2,13,47315,13,-5,12,1,1,1,0,1,-5,-5
-3,3,1,22,-5,12,-5,12,5,0,1,-4,2,-5,-5
9,3,1,16,-4,11,-5,9,3,0,1,-4,1,-5,-5
-4,2,1,30,43783,11,-5,13,1,0,1,-4,6,-5,-5
12,2,1,26,26560,11,-5,12,3,0,1,0,4,22,-5
-4,3,2,20,96042,11,-5,14,1,0,1,1,0,-5,-5
12,2,2,20,32524,11,-5,14,2,0,1,0,12,-5,-5
-4,3,2,29,60173,11,-5,12,1,0,1,1,4,-5,-5
12,3,2,30,74370,11,-5,12,3,0,1,1,1,-5,-5
-4,3,1,26,-5,-4,-5,12,1,0,1,1,3,-5,-5
-4,1,1,-5,-4,17,-5,12,1,1,1,1,2,-5,-5
-4,2,1,28,15819,1,-5,12,1,0,0,1,6,-5,-5
13,3,2,28,64334,11,-5,13,1,0,1,-4,2,-5,-5
-4,2,1,26,31792,1,-5,12,1,0,1,-4,11,-5,-5
-4,3,1,30,51548,11,-5,13,1,0,1,1,1,-5,-5
-4,3,1,16,6722,1,2,12,1,1,0,1,8,-5,13000
-4,2,1,24,31499,-4,-5,12,1,0,1,0,4,-5,-5
-4,1,1,24,26311,11,4,12,1,1,1,1,5,-4,40000
12,2,1,23,52075,11,-5,13,2,0,1,1,5,-5,-5
-4,3,1,23,57278,11,-5,12,1,0,1,0,0,-5,-5
-4,2,1,20,15147,11,-5,12,1,0,0,0,5,-5,-5
-4,3,2,20,71254,11,-5,13,1,0,1,1,0,-5,-5
-4,2,2,29,24006,11,-5,12,1,0,0,1,3,-5,-5
-4,3,1,23,58802,11,-5,12,1,0,1,0,2,-5,-5
-4,3,2,24,-4,11,-5,14,1,0,1,0,1,-5,-5
-4,1,2,24,80524,11,-5,12,1,0,0,0,2,-5,-5
-4,3,2,22,51822,11,-5,12,1,0,1,0,3,-5,-5
-4,3,2,-5,-4,11,-5,12,1,0,1,1,1,-5,-5
-4,2,1,20,12757,-4,2,12,1,0,1,1,6,-4,0
-4,3,2,23,83098,11,-5,14,1,0,1,1,2,-5,-5
-4,3,1,24,-5,1,-5,12,1,0,1,1,2,-5,-5
-4,3,1,23,11427,11,-5,11,1,0,1,1,2,-5,-5
-4,2,1,22,13877,11,3,12,1,0,1,0,3,13,0
10,3,1,20,37523,11,-5,12,1,0,1,1,6,-5,-5
-4,3,2,21,86605,2,-5,13,1,0,1,1,2,-5,-5
12,3,2,25,91587,-4,-5,12,2,0,1,1,4,-5,-5
-4,3,1,19,47103,17,-5,12,1,0,1,1,2,-5,-5
-4,3,1,19,23495,11,-5,11,1,0,1,-4,8,-5,-5
-4,1,1,26,29607,11,-5,12,1,1,1,1,8,-5,-5
-4,2,1,27,26252,11,-5,12,1,0,1,1,7,-5,-5
-4,3,1,19,78195,11,-5,13,1,0,1,1,2,-5,-5
-4,2,1,25,21297,11,-5,11,1,0,1,0,4,-5,-5
-4,3,1,29,29850,11,-5,12,1,0,1,1,3,-5,-5
-4,3,1,26,23664,11,-5,9,1,0,1,0,3,-5,-5
-4,3,1,27,19881,1,-5,12,1,0,1,1,3,-5,-5
11,3,1,27,44453,11,-5,13,3,0,1,0,4,-5,-5
12,3,1,26,43460,11,-4,12,2,0,1,1,3,18,-5
-4,3,1,25,62725,11,-5,12,1,0,1,1,2,-5,-5
11,3,1,30,73974,11,-5,12,2,1,1,1,1,-5,-5
-4,1,1,30,7595,17,-4,12,1,1,1,0,6,18,80000
-4,3,1,19,54413,11,-4,12,1,0,1,1,3,17,50000
-4,3,1,-5,76706,1,-5,13,1,1,1,0,1,-5,-5
-4,3,1,29,58940,11,-5,12,1,0,1,0,4,-5,-5
-4,1,1,21,10926,-5,-5,12,1,1,0,0,2,-5,-5
-4,2,1,21,17605,17,-5,12,1,0,1,1,10,-5,-5
-4,2,1,-5,-4,-4,4,12,1,0,1,0,3,-4,60000
-4,3,1,24,46199,11,-5,12,1,0,1,1,3,-5,-5
12,3,1,19,68160,12,-5,12,3,0,1,1,2,-5,-5
-4,3,1,24,49696,11,-5,12,1,0,1,1,6,-5,-5
-4,2,1,20,8687,-4,-5,12,1,0,1,1,5,-5,-5
-4,3,1,26,6803,17,-5,13,1,1,0,1,8,-5,-5
-4,3,1,30,51214,2,-5,12,1,0,1,1,2,-5,-5
-4,1,1,21,69051,11,6,18,1,0,0,-4,4,-4,-5
-3,3,1,23,58979,1,2,12,3,0,1,-4,3,-4,40000
-4,3,1,22,70964,17,-5,12,1,0,1,1,2,-5,-5
-4,3,1,25,27750,11,-5,12,1,0,1,0,2,-5,-5
-4,3,1,19,41853,17,-4,12,1,0,0,1,7,12,47000
-3,1,1,30,13929,2,-4,14,7,1,1,-4,2,-4,61000
-4,3,2,29,43795,11,-5,12,1,0,1,1,3,-5,-5
-3,2,2,23,19180,11,-5,12,1,0,1,1,4,-5,-5
-4,3,2,30,-5,-5,-5,12,1,0,1,1,6,-5,-5
-4,3,1,-5,28058,11,-5,12,1,0,0,1,11,-5,-5
12,3,1,-5,-4,11,-5,12,2,0,1,1,6,-5,-5
12,2,2,25,22958,-4,-5,12,2,0,0,1,7,-5,-5
-4,3,1,22,56430,11,-5,13,1,0,1,1,2,-5,-5
-4,3,1,25,37578,2,-5,12,1,0,1,1,5,-5,-5
-4,3,2,21,77392,11,-5,12,1,1,1,1,2,-5,-5
-4,3,2,23,78903,11,-5,15,1,0,1,0,3,-5,-5
-4,3,1,29,20420,11,-5,11,1,0,0,-4,3,-5,-5
-4,3,2,23,68762,11,-5,12,1,0,1,1,3,-5,-5
-4,3,1,25,93600,11,-5,12,1,0,1,1,3,-5,-5
-4,3,2,27,85352,11,-5,13,1,0,1,1,2,-5,-5
12,3,2,19,69361,11,-5,12,1,0,1,1,3,-5,-5
-4,3,2,17,52704,11,-5,12,1,0,1,1,4,-5,-5
-4,3,1,24,69947,11,-5,13,4,0,1,0,3,-5,-5
-4,3,1,18,15108,11,8,12,1,0,1,1,4,12,70000
-4,3,1,23,82425,11,-5,12,1,0,0,1,3,-5,-5
-4,3,1,17,46696,11,-5,12,1,1,1,1,4,-5,-5
-4,3,1,21,37255,11,-5,13,1,0,0,1,4,-5,-5
-4,1,1,24,45809,-4,-5,12,1,1,1,1,5,-5,-5
-4,3,1,19,11777,1,-5,12,1,0,0,-4,4,16,-5
-4,2,1,30,28679,1,-5,12,1,0,1,1,5,-5,-5
-4,2,1,24,29362,11,3,16,1,0,1,-4,7,21,-2
-4,2,1,27,28259,-4,-5,12,1,0,1,0,6,-5,-5
-4,3,1,18,17604,11,-5,12,1,1,0,-3,4,-5,-5
12,3,1,21,52926,2,-5,12,1,1,1,1,3,-5,-5
-4,3,1,26,69966,11,-5,14,1,0,1,1,1,-5,-5
-4,1,1,18,12840,11,-5,12,1,1,1,1,6,-5,-5
-4,3,1,28,19144,2,-5,9,1,0,0,1,3,-5,-5
-4,2,1,25,-4,2,-4,12,1,0,0,0,3,-4,18000
-4,2,1,28,69011,11,-5,12,1,0,1,0,2,-5,-5
-4,3,1,29,80092,1,-5,12,1,0,1,0,0,-5,-5
-4,2,1,18,27359,11,1,12,1,0,0,0,5,25,0
9,3,1,20,10911,1,-5,10,1,1,1,0,4,-5,-5
-4,3,1,26,12318,11,-5,10,1,0,1,1,3,-5,-5
-4,3,1,22,85423,17,-5,12,1,0,1,1,5,-5,-5
-4,3,1,21,91105,11,-5,14,1,1,1,1,2,-5,-5
